Order Date,Region,Sales,Profit,Month-Year
2015-03-24,East,659.42,-335.317125,2015-03
2015-05-30,East,403.53,16.0218,2015-05
2015-05-30,East,55.17,38.0673,2015-05
2015-02-18,Central,377.44,-99.43544,2015-02
2015-03-16,Central,286.4,-97.28,2015-03
2015-05-14,Central,664.34,139.612,2015-05
2015-03-27,East,473.53,-505.76,2015-03
2015-03-09,Central,220.92,152.4348,2015-03
2015-05-08,Central,196.41,9.862,2015-05
2015-03-31,Central,54.08,-232.991,2015-03
2015-01-05,East,47.18,-40.2752,2015-01
2015-04-24,East,30.87,-53.25,2015-04
2015-05-13,East,309.05,-159.25,2015-05
2015-05-13,East,299.3,206.517,2015-05
2015-04-24,East,45.24,2.125,2015-04
2015-05-05,West,51.02,5.884,2015-05
2015-04-10,Central,2291.39,772.04,2015-04
2015-04-10,East,9492.92,772.04,2015-04
2015-05-20,Central,318.47,81.91,2015-05
2015-05-21,Central,586.96,-10.9,2015-05
2015-06-06,Central,11272.77,1232.79,2015-06
2015-05-21,Central,144.33,2.18,2015-05
2015-05-20,Central,270.55,67.1075,2015-05
2015-05-20,Central,79.62,54.9378,2015-05
2015-05-20,Central,479.79,168.237,2015-05
2015-06-29,Central,108.99,-169.232,2015-06
2015-04-02,West,3527.82,1272.5808,2015-04
2015-04-02,West,4698.21,-5390.738892,2015-04
2015-04-06,West,43.08,29.7252,2015-04
2015-04-06,West,258.93,-187.11,2015-04
2015-02-05,West,277.6,-139.2872,2015-02
2015-02-07,West,168.04,108.0,2015-02
2015-02-07,West,703.46,377.154,2015-02
2015-03-15,West,103.61,-127.052,2015-03
2015-06-20,West,3144.56,2169.7464,2015-06
2015-06-20,East,2653.02,-229.93,2015-06
2015-02-24,Central,66.81,-93.7352,2015-02
2015-06-22,Central,90.52,4.53,2015-06
2015-06-22,Central,55.97,9.78,2015-06
2015-02-16,East,311.66,-63.8135,2015-02
2015-02-16,East,9862.51,325.29,2015-02
2015-03-29,East,177.41,-116.05,2015-03
2015-05-21,East,406.91,117.38,2015-05
2015-06-13,East,1332.09,-144.2,2015-06
2015-01-26,East,105.5,-46.92,2015-01
2015-05-21,Central,101.73,70.1937,2015-05
2015-02-10,Central,37.7,-48.2195,2015-02
2015-02-16,Central,75.81,-63.8135,2015-02
2015-02-16,Central,2630.0,325.29,2015-02
2015-06-13,Central,333.02,-115.36,2015-06
2015-01-26,Central,27.76,-46.92,2015-01
2015-01-02,Central,3855.28,2660.1432,2015-01
2015-02-16,Central,192.49,-51.116,2015-02
2015-01-04,Central,2560.55,1766.7795,2015-01
2015-06-06,Central,227.67,85.875,2015-06
2015-06-09,East,8.83,6.0927,2015-06
2015-01-02,West,34.41,20.2996,2015-01
2015-01-02,West,157.27,108.5163,2015-01
2015-02-14,East,1013.84,48.47148,2015-02
2015-05-20,East,110.75,-152.76,2015-05
2015-06-02,East,181.46,125.2074,2015-06
2015-06-02,East,1076.3,281.5344,2015-06
2015-04-09,South,21.46,64.266,2015-04
2015-04-09,South,3506.78,-302.6156,2015-04
2015-04-09,South,267.69,5.6916,2015-04
2015-04-09,South,2307.26,-369.11,2015-04
2015-05-23,West,39.15,27.0135,2015-05
2015-06-29,West,266.95,184.1955,2015-06
2015-03-21,South,20552.55,4.11,2015-03
2015-04-10,South,87.8,28.566,2015-04
2015-04-09,West,3741.39,2581.5591,2015-04
2015-06-17,West,149.32,-25.112,2015-06
2015-06-17,West,177.01,17.376,2015-06
2015-06-17,West,35.16,24.2604,2015-06
2015-06-28,East,88.84,59.4405,2015-06
2015-06-17,East,696.96,14.48,2015-06
2015-06-17,East,149.41,22.25,2015-06
2015-02-25,East,4556.63,592.5265,2015-02
2015-02-25,East,2948.61,232.8,2015-02
2015-05-01,East,517.85,38.08,2015-05
2015-06-28,East,2373.32,-17.03,2015-06
2015-06-28,East,325.73,39.627,2015-06
2015-05-01,South,127.94,20.496,2015-05
2015-03-18,East,1350.94,103.83,2015-03
2015-02-25,East,75.17,-24.8976,2015-02
2015-02-25,East,1125.76,776.7744,2015-02
2015-02-25,East,746.03,344.544,2015-02
2015-06-28,East,593.33,-8.515,2015-06
2015-02-01,Central,13.05,9.0045,2015-02
2015-01-15,Central,58.95,-99.7625,2015-01
2015-01-15,Central,3672.89,-3061.82,2015-01
2015-02-04,Central,374.81,258.6189,2015-02
2015-02-04,Central,43.27,-6.71,2015-02
2015-01-15,Central,11.74,-0.01,2015-01
2015-04-28,East,5258.94,-421.76,2015-04
2015-04-28,East,66.74,6.79,2015-04
2015-04-28,East,1282.67,-421.76,2015-04
2015-02-16,East,208.83,-60.145,2015-02
2015-02-16,East,228.3,-111.72,2015-02
2015-02-16,East,129.53,33.01,2015-02
2015-02-16,Central,55.68,-111.72,2015-02
2015-04-09,Central,568.24,297.45716,2015-04
2015-04-09,Central,162.91,-564.6024,2015-04
2015-06-04,Central,97.65,-161.475,2015-06
2015-06-04,Central,1018.61,-0.814,2015-06
2015-01-31,Central,1145.6,790.464,2015-01
2015-03-29,Central,24.52,7.74,2015-03
2015-05-25,Central,5775.81,3985.3089,2015-05
2015-05-25,Central,1878.24,13.9568,2015-05
2015-01-31,Central,1634.67,788.79,2015-01
2015-03-16,South,9280.72,-70.14,2015-03
2015-03-25,South,1348.83,531.618,2015-03
2015-04-05,East,564.98,-107.5135,2015-04
2015-04-05,East,129.48,46.01,2015-04
2015-05-22,East,8216.28,1489.8,2015-05
2015-04-05,Central,152.11,-107.5135,2015-04
2015-04-05,Central,35.97,24.8193,2015-04
2015-04-09,Central,85.64,-255.1689,2015-04
2015-04-09,Central,2508.15,74.0048,2015-04
2015-04-09,Central,225.62,109.4248,2015-04
2015-04-23,Central,610.65,421.3485,2015-04
2015-04-23,Central,699.24,-373.09,2015-04
2015-04-23,Central,2346.03,-3465.072,2015-04
2015-05-21,Central,33.77,-11.2815,2015-05
2015-03-12,Central,172.79,-218.77,2015-03
2015-03-24,Central,19.66,-9.68,2015-03
2015-05-22,West,604.35,-164.3952,2015-05
2015-04-24,West,3.13,-8.208,2015-04
2015-04-20,South,38.65,-2196.684,2015-04
2015-05-07,West,378.23,43.538,2015-05
2015-06-11,Central,7.15,-11.376,2015-06
2015-02-10,South,29.85,533.742,2015-02
2015-05-12,South,366.44,-379.344,2015-05
2015-05-12,South,69.75,-1522.304,2015-05
2015-04-09,West,852.53,588.2457,2015-04
2015-05-01,West,219.66,151.5654,2015-05
2015-03-01,Central,81.9,54.9015,2015-03
2015-03-05,Central,2343.34,501.51,2015-03
2015-03-01,West,327.61,54.9015,2015-03
2015-01-24,Central,1774.5,875.2844,2015-01
2015-01-24,Central,1054.69,727.7361,2015-01
2015-01-24,East,6654.39,460.676,2015-01
2015-01-24,East,4429.69,393.42,2015-01
2015-02-12,Central,878.34,606.0546,2015-02
2015-02-12,Central,676.57,320.1,2015-02
2015-02-19,West,459.55,317.0895,2015-02
2015-02-19,West,536.9,250.36272,2015-02
2015-04-23,West,8.74,6.0306,2015-04
2015-02-17,West,182.33,125.8077,2015-02
2015-06-30,West,131.26,44.892,2015-06
2015-03-30,West,240.6,3.451,2015-03
2015-03-30,West,236.88,-275.253,2015-03
2015-01-05,West,2710.47,-746.44,2015-01
2015-01-05,West,8354.73,-274.95,2015-01
2015-03-30,West,48.3,-95.0475,2015-03
2015-03-30,West,58.81,3.451,2015-03
2015-03-30,West,47.38,-275.253,2015-03
2015-01-05,West,637.76,-746.44,2015-01
2015-01-05,West,2156.06,-274.95,2015-01
2015-02-10,Central,761.16,525.2004,2015-02
2015-02-10,East,682.68,-52.647,2015-02
2015-02-10,East,73.44,-24.44,2015-02
2015-02-10,East,2997.07,366.507,2015-02
2015-06-06,East,282.85,27.38,2015-06
2015-02-10,East,20.03,-12.7088,2015-02
2015-06-06,East,84.56,-5.295,2015-06
2015-06-06,East,70.71,41.07,2015-06
2015-04-30,South,51.86,-94.4909,2015-04
2015-04-17,South,56.24,-172.298,2015-04
2015-01-27,South,627.78,3285.48,2015-01
2015-04-30,East,283.44,46.0368,2015-04
2015-02-11,Central,8.3,-1.0712,2015-02
2015-02-11,Central,10.04,4.4104,2015-02
2015-06-03,Central,981.65,500.958,2015-06
2015-06-28,Central,1748.69,1206.5961,2015-06
2015-01-26,Central,119.29,82.3101,2015-01
2015-01-26,Central,3.08,1.2236,2015-01
2015-02-10,Central,69.46,-15.6312,2015-02
2015-02-10,Central,1145.72,790.5468,2015-02
2015-02-04,South,26.37,5.466,2015-02
2015-02-04,South,53.44,-149.1182,2015-02
2015-03-17,East,57.34,-90.26,2015-03
2015-01-07,Central,79.02,-326.2316,2015-01
2015-03-23,Central,25.45,16.898,2015-03
2015-03-23,Central,110.72,20.14,2015-03
2015-06-07,West,46.94,-21.232,2015-06
2015-06-27,East,26.18,18.0642,2015-06
2015-05-01,West,28.66,-93.25,2015-05
2015-06-30,South,123.18,-163.03,2015-06
2015-06-07,South,1533.59,23.616,2015-06
2015-01-25,West,2.77,-11.0732,2015-01
2015-05-13,West,31.55,21.7695,2015-05
2015-06-03,West,42.58,29.3802,2015-06
2015-05-16,West,145.36,100.2984,2015-05
2015-05-16,West,3616.52,2495.3988,2015-05
2015-04-24,West,7.96,-0.11,2015-04
2015-05-03,West,389.59,15.236,2015-05
2015-01-15,Central,447.89,-42.8536,2015-01
2015-01-21,Central,1420.84,-20.79,2015-01
2015-01-15,Central,111.97,-33.21154,2015-01
2015-01-21,Central,355.21,-20.79,2015-01
2015-04-07,West,536.23,369.9987,2015-04
2015-02-02,West,38.81,20.4536,2015-02
2015-04-07,East,2144.92,542.25,2015-04
2015-02-02,East,484.56,69.61,2015-02
2015-05-06,Central,471.21,-634.8654,2015-05
2015-06-25,Central,182.61,87.12,2015-06
2015-01-01,Central,36.58,25.2402,2015-01
2015-06-25,Central,2376.12,-94.674645,2015-06
2015-01-12,West,1020.08,451.2804,2015-01
2015-01-12,West,65.2,44.988,2015-01
2015-01-12,West,22.59,-20.7328,2015-01
2015-06-20,West,121.36,-164.3948,2015-06
2015-01-01,West,2013.67,-4793.004,2015-01
2015-02-05,Central,1824.33,1258.7877,2015-02
2015-03-05,Central,107.65,74.2785,2015-03
2015-06-20,Central,165.21,52.92,2015-06
2015-03-05,Central,25.15,-66.35,2015-03
2015-05-19,Central,4285.56,1399.64,2015-05
2015-05-19,Central,631.37,232.642,2015-05
2015-01-22,East,267.83,-409.3736,2015-01
2015-04-28,East,21.46,-29.07,2015-04
2015-06-25,Central,2767.95,1909.8855,2015-06
2015-01-30,Central,123.03,-76.9925,2015-01
2015-01-30,Central,431.84,297.9696,2015-01
2015-05-24,West,2366.51,1318.83,2015-05
2015-04-05,South,291.64,36.216,2015-04
2015-06-02,Central,252.36,134.16825,2015-06
2015-06-11,Central,575.07,253.3032,2015-06
2015-06-12,Central,1781.66,-723.784,2015-06
2015-06-12,West,940.64,589.188,2015-06
2015-06-12,West,439.27,-1314.992,2015-06
2015-03-21,East,4410.19,3043.0311,2015-03
2015-06-30,East,552.89,-44.624,2015-06
2015-05-25,East,621.56,309.254,2015-05
2015-01-21,East,88.83,61.2927,2015-01
2015-03-27,West,307.65,91.73,2015-03
2015-03-27,Central,76.91,53.0679,2015-03
2015-02-28,Central,151.34,-14.6432,2015-02
2015-03-11,Central,290.24,-127.56,2015-03
2015-03-11,Central,971.4,282.18,2015-03
2015-03-11,Central,193.51,-96.338,2015-03
2015-02-20,Central,157.81,-23.35788,2015-02
2015-02-20,Central,19.44,-18.2416,2015-02
2015-02-20,Central,4636.63,1428.9104,2015-02
2015-06-16,Central,739.07,509.9583,2015-06
2015-03-11,East,157.64,-255.65,2015-03
2015-03-11,East,42.16,-76.54,2015-03
2015-03-11,East,14.08,-10.09,2015-03
2015-03-11,East,256.73,-92.87,2015-03
2015-02-04,South,18.59,-298.886,2015-02
2015-02-04,South,58.83,-145.852,2015-02
2015-02-04,South,1557.66,-27.951,2015-02
2015-05-07,South,129.43,-3.6547,2015-05
2015-06-29,South,61.39,731.922,2015-06
2015-06-29,South,2435.52,186.558,2015-06
2015-06-13,Central,464.86,-138.0368,2015-06
2015-06-22,Central,288.67,199.1823,2015-06
2015-06-14,East,1030.51,711.0519,2015-06
2015-06-14,Central,2026.91,-899.675,2015-06
2015-02-10,South,115.53,-189.224,2015-02
2015-01-09,South,162.39,0.51,2015-01
2015-03-30,South,1316.03,-52.248,2015-03
2015-05-21,South,1395.41,70.176,2015-05
2015-01-09,South,4920.81,-161.924,2015-01
2015-01-17,South,28.22,-157.696,2015-01
2015-02-06,Central,74.01,-56.446,2015-02
2015-02-06,Central,48.1,33.189,2015-02
2015-06-23,Central,11015.82,-367.165,2015-06
2015-06-25,South,300.67,-243.544,2015-06
2015-01-01,South,723.54,-337.092,2015-01
2015-03-22,South,87.53,68.676,2015-03
2015-05-18,South,172.22,481.032,2015-05
2015-02-13,South,894.88,-4.018,2015-02
2015-06-01,South,16.67,-2.0097,2015-06
2015-06-01,South,195.16,-477.372,2015-06
2015-03-25,South,879.62,-954.758,2015-03
2015-03-25,South,361.19,219.4734,2015-03
2015-04-15,South,1088.26,-390.768,2015-04
2015-03-01,Central,105.75,-155.21,2015-03
2015-04-13,Central,63.93,-6.642,2015-04
2015-02-09,South,391.4,27.234,2015-02
2015-02-16,East,14.53,-8.398,2015-02
2015-04-04,East,144.03,83.7936,2015-04
2015-04-04,Central,48.81,-77.82372,2015-04
2015-05-11,East,7360.2,5078.538,2015-05
2015-05-11,East,89.06,23.276,2015-05
2015-05-11,East,134.97,17.754,2015-05
2015-04-10,East,17.42,-3.9312,2015-04
2015-01-16,East,19.12,2.4548,2015-01
2015-01-16,East,186.64,-537.2797773,2015-01
2015-01-07,East,3.53,-14.35982,2015-01
2015-01-07,East,706.56,-2870.2776,2015-01
2015-01-07,East,13121.07,77.9836,2015-01
2015-04-15,East,110.93,-200.859,2015-04
2015-02-06,East,118.35,-33.2956,2015-02
2015-05-11,West,17.31,-90.5855,2015-05
2015-05-11,West,23.56,-36.9,2015-05
2015-04-08,East,494.49,341.1981,2015-04
2015-04-06,Central,158.13,-175.13,2015-04
2015-04-06,East,163.01,3.96,2015-04
2015-05-24,Central,333.04,1.6169,2015-05
2015-05-24,Central,472.44,65.394,2015-05
2015-05-24,Central,18.73,1.336,2015-05
2015-03-27,East,2427.18,1674.7542,2015-03
2015-03-27,East,434.85,300.0465,2015-03
2015-03-27,East,19.16,-28.09,2015-03
2015-02-16,East,1959.88,-263.1119291,2015-02
2015-05-28,South,710.16,-38.808,2015-05
2015-01-15,South,48.25,15.984,2015-01
2015-04-15,South,243.24,-88.158,2015-04
2015-02-10,South,38.54,-76.1068,2015-02
2015-04-09,South,1483.16,-73.49412,2015-04
2015-01-14,West,562.93,-272.860884,2015-01
2015-01-14,West,29.18,10.5792,2015-01
2015-01-12,West,1634.13,1127.5497,2015-01
2015-02-26,East,214.14,147.7566,2015-02
2015-06-14,Central,100.79,69.5451,2015-06
2015-03-15,East,35.97,8.53,2015-03
2015-03-25,Central,735.7,507.633,2015-03
2015-03-25,Central,225.59,38.23,2015-03
2015-02-24,East,145.12,100.1328,2015-02
2015-05-09,South,94.27,15.096,2015-05
2015-05-09,South,82.21,14.9124,2015-05
2015-05-09,South,417.47,-135.226,2015-05
2015-01-24,West,1104.32,-457.73,2015-01
2015-01-24,West,149.8,-268.664,2015-01
2015-02-26,West,6.97,-8.28,2015-02
2015-04-24,South,367.52,1912.422,2015-04
2015-04-24,South,1576.35,-739.326,2015-04
2015-02-09,South,52.16,-40.53,2015-02
2015-05-12,South,4881.84,0.696,2015-05
2015-06-07,South,926.3,15.528,2015-06
2015-06-07,South,942.53,-225.5638,2015-06
2015-03-20,East,276.64,-22.72,2015-03
2015-05-03,East,514.62,-163.53,2015-05
2015-05-03,East,817.32,554.77,2015-05
2015-02-14,Central,284.48,-38.38,2015-02
2015-03-14,Central,225.98,-56.35,2015-03
2015-02-14,Central,72.77,-19.9576,2015-02
2015-03-14,Central,57.7,-56.35,2015-03
2015-03-03,Central,19.67,-129.01,2015-03
2015-03-24,Central,514.79,-628.38,2015-03
2015-01-24,East,893.53,616.5357,2015-01
2015-06-01,East,2053.6,-143.235,2015-06
2015-01-23,Central,37.89,-123.1816,2015-01
2015-01-23,South,343.79,-28.798,2015-01
2015-05-11,South,188.09,-273.98,2015-05
2015-01-16,South,129.54,-253.778,2015-01
2015-03-25,East,49.44,-152.5245,2015-03
2015-03-25,East,14.29,-18.85,2015-03
2015-01-17,South,45.28,-220.052,2015-01
2015-01-17,South,13.57,20.39337,2015-01
2015-01-17,East,55.48,38.2812,2015-01
2015-05-20,East,5319.35,3670.3515,2015-05
2015-01-21,East,30.44,21.0035,2015-01
2015-05-10,East,3251.76,13.536,2015-05
2015-03-16,South,22.48,-167.048,2015-03
2015-04-11,South,267.32,-31.094,2015-04
2015-05-29,South,284.39,-6.202,2015-05
2015-03-08,South,974.14,-48.874,2015-03
2015-01-17,South,128.13,-144.592,2015-01
2015-05-16,South,464.94,-258.566,2015-05
2015-01-31,West,2188.06,13.508,2015-01
2015-02-07,West,320.93,-66.48,2015-02
2015-02-07,West,261.85,-52.33,2015-02
2015-05-16,West,1834.61,-59.06,2015-05
2015-05-07,East,261.56,149.166,2015-05
2015-01-21,East,114.81,-76.9,2015-01
2015-02-22,East,546.21,376.8849,2015-02
2015-04-07,West,272.86,-88.6248,2015-04
2015-04-04,East,2119.54,-662.52,2015-04
2015-04-04,East,45737.33,9228.2256,2015-04
2015-06-28,East,438.25,-32.28,2015-06
2015-04-04,East,561.06,-596.268,2015-04
2015-04-04,East,11434.33,7889.6877,2015-04
2015-04-04,East,3229.24,1545.80976,2015-04
2015-06-28,East,101.13,-16.14,2015-06
2015-06-03,South,451.83,-130.424,2015-06
2015-06-03,South,20.24,-106.421,2015-06
2015-03-28,South,1486.34,-16476.838,2015-03
2015-06-14,South,406.26,-108.2725,2015-06
2015-05-03,South,5835.41,-90.748,2015-05
2015-02-12,Central,52.1,-121.05808,2015-02
2015-01-09,South,45.87,-51.737,2015-01
2015-02-14,South,256.77,116.5063,2015-02
2015-06-12,South,605.82,-247.55157,2015-06
2015-06-12,South,1569.0,-277.20924,2015-06
2015-06-12,Central,151.46,-93.0645,2015-06
2015-01-09,Central,10.19,-48.236,2015-01
2015-02-14,Central,64.19,44.2911,2015-02
2015-02-27,West,118.57,43.2752,2015-02
2015-02-27,West,79.47,-36.21462,2015-02
2015-02-27,West,627.28,7.03296,2015-02
2015-01-22,South,1160.42,-16.772,2015-01
2015-03-01,South,103.37,514.1772,2015-03
2015-03-01,South,40.22,235.656,2015-03
2015-05-04,Central,52.43,3.5581,2015-05
2015-03-26,South,818.49,5.3397,2015-03
2015-03-06,Central,410.17,-807.89,2015-03
2015-06-14,Central,269.54,123.89175,2015-06
2015-02-04,Central,106.57,-53.898,2015-02
2015-04-22,Central,38.41,26.5029,2015-04
2015-01-03,Central,131.34,90.6246,2015-01
2015-04-02,Central,251.61,-20.8764,2015-04
2015-05-10,Central,287.99,6.48324,2015-05
2015-05-10,Central,46.86,2.332,2015-05
2015-06-12,West,658.62,454.4478,2015-06
2015-01-07,West,21.96,15.1524,2015-01
2015-01-06,West,24.57,-90.7556,2015-01
2015-01-21,South,1008.53,960.984,2015-01
2015-01-06,Central,6968.9,-13706.464,2015-01
2015-06-01,South,41.29,300.9258,2015-06
2015-03-17,East,88.64,-40.76,2015-03
2015-05-23,South,1300.54,-986.524,2015-05
2015-05-23,South,38.06,-141.666,2015-05
2015-02-11,South,1263.35,47.334,2015-02
2015-02-05,Central,202.38,60.5616,2015-02
2015-04-15,Central,56.38,-47.243088,2015-04
2015-04-15,Central,119.13,9.154,2015-04
2015-02-05,East,809.51,40.92,2015-02
2015-04-15,East,643.64,149.72,2015-04
2015-04-15,East,244.31,-52.49232,2015-04
2015-04-15,East,466.58,7.96,2015-04
2015-04-15,East,2290.69,-459.0828,2015-04
2015-04-18,Central,337.59,-517.17,2015-04
2015-05-12,Central,10.65,-7.61,2015-05
2015-02-19,Central,55.13,38.0397,2015-02
2015-04-18,Central,215.32,-429.86,2015-04
2015-04-18,Central,382.85,264.1665,2015-04
2015-02-19,Central,44.8,-47.12,2015-02
2015-01-06,Central,100.99,-101.246,2015-01
2015-01-06,Central,142.06,-1.88,2015-01
2015-03-25,Central,58.52,-11.69,2015-03
2015-01-06,Central,363.74,250.9806,2015-01
2015-01-06,Central,15.93,-57.753,2015-01
2015-01-06,Central,21.28,-47.97,2015-01
2015-04-19,West,675.83,-219.07908,2015-04
2015-04-19,West,28.0,-18.8784,2015-04
2015-03-30,East,535.08,369.2052,2015-03
2015-04-01,South,222.71,19.35,2015-04
2015-04-01,South,220.52,-967.834,2015-04
2015-03-19,West,68.34,-28.45,2015-03
2015-03-19,East,522.22,72.78,2015-03
2015-06-15,East,28.01,13.2294,2015-06
2015-05-03,West,80.35,-88.82,2015-05
2015-01-17,South,99.69,15.354,2015-01
2015-01-17,South,152.49,-357.924,2015-01
2015-01-29,South,320.75,34.302,2015-01
2015-03-01,East,11.35,-7.96,2015-03
2015-03-01,East,7029.1,4407.44,2015-03
2015-04-17,East,1059.38,-1025.0172,2015-04
2015-04-05,East,2233.46,429.754356,2015-04
2015-04-26,Central,928.92,588.54,2015-04
2015-02-24,Central,3845.35,2653.2915,2015-02
2015-02-24,Central,3.77,-1.84,2015-02
2015-03-18,Central,343.54,237.0426,2015-03
2015-05-17,East,3627.08,2502.6852,2015-05
2015-05-17,East,8.34,0.688,2015-05
2015-01-01,South,63.32,36.906,2015-01
2015-02-27,South,83.72,-216.0298,2015-02
2015-04-16,South,1011.44,-45.472,2015-04
2015-03-27,South,132.23,16.1364,2015-03
2015-03-01,South,210.33,-29.61,2015-03
2015-04-04,South,168.04,125.724,2015-04
2015-02-24,South,882.93,114.882,2015-02
2015-02-06,South,1757.15,-14.448,2015-02
2015-01-21,South,1786.04,-42.546,2015-01
2015-04-19,Central,34.76,14.0,2015-04
2015-05-30,Central,561.65,52.988,2015-05
2015-04-08,Central,413.73,285.4737,2015-04
2015-05-30,Central,55.6,10.508,2015-05
2015-05-30,Central,2099.61,1448.7309,2015-05
2015-05-30,Central,96.6,1.004,2015-05
2015-03-22,Central,558.17,-521.09,2015-03
2015-03-22,West,8.39,-29.49,2015-03
2015-04-19,West,559.43,386.0067,2015-04
2015-04-19,West,1216.52,-1867.97,2015-04
2015-01-26,East,1058.36,-1920.9336,2015-01
2015-01-26,East,18.31,-37.1752,2015-01
2015-02-01,West,4935.22,-213.4028,2015-02
2015-01-06,West,51.03,-15.48,2015-01
2015-06-19,West,746.91,-50.245,2015-06
2015-04-07,Central,77.47,-387.1044,2015-04
2015-06-18,West,204.34,-55.97,2015-06
2015-01-22,South,206.04,-66.2473,2015-01
2015-04-18,South,475.42,-171.1577,2015-04
2015-04-18,South,3598.82,624.239,2015-04
2015-04-18,South,41.22,-14.3241,2015-04
2015-04-18,Central,875.39,604.0191,2015-04
2015-04-18,Central,8.24,-11.6316,2015-04
2015-03-18,Central,641.11,442.3659,2015-03
2015-01-18,South,35.48,-259.756,2015-01
2015-01-18,East,2130.04,1469.7276,2015-01
2015-01-18,East,82.8,-83.55306,2015-01
2015-05-20,Central,99.02,-16.89,2015-05
2015-05-20,Central,46.4,25.51,2015-05
2015-01-10,Central,551.51,-850.6524,2015-01
2015-01-10,Central,142.79,98.5251,2015-01
2015-03-23,Central,585.08,214.23,2015-03
2015-05-05,West,72.75,21.8834,2015-05
2015-05-16,South,269.33,290.202,2015-05
2015-05-06,Central,377.0,12.146,2015-05
2015-05-06,Central,42.99,5.687,2015-05
2015-01-03,West,65.69,-181.102,2015-01
2015-01-21,West,2748.21,882.93,2015-01
2015-01-21,West,93.19,6.6804,2015-01
2015-05-15,West,363.37,46.29,2015-05
2015-05-15,West,480.75,177.79,2015-05
2015-04-30,West,16.88,-14.9904,2015-04
2015-02-22,West,925.19,638.3811,2015-02
2015-01-25,South,408.66,17.652,2015-01
2015-05-07,South,122.93,739.674,2015-05
2015-06-02,South,32.66,-23.156,2015-06
2015-06-03,East,14.85,-10.435,2015-06
2015-04-17,West,45.0,-78.91668,2015-04
2015-04-17,West,6569.07,-13562.63741,2015-04
2015-03-05,West,88.22,-63.35,2015-03
2015-06-18,Central,40.29,-8.904,2015-06
2015-03-22,Central,151.27,88.72,2015-03
2015-03-22,Central,10.51,7.2519,2015-03
2015-04-04,Central,74.93,-191.49,2015-04
2015-02-13,East,1370.99,-1330.5,2015-02
2015-03-17,Central,1913.84,1320.5496,2015-03
2015-03-17,Central,2692.12,1585.503,2015-03
2015-03-18,Central,762.38,526.0422,2015-03
2015-05-18,South,36.72,-40.432,2015-05
2015-03-12,West,305.71,-88.61,2015-03
2015-04-21,East,277.12,109.16,2015-04
2015-06-24,South,100.11,-136.122,2015-06
2015-06-12,Central,31.54,-27.375,2015-06
2015-06-12,Central,4634.69,-435.7575,2015-06
2015-06-12,Central,7304.03,682.53,2015-06
2015-06-12,Central,632.65,-277.222,2015-06
2015-06-21,South,290.98,-266.686,2015-06
2015-06-21,South,21.77,-12.278,2015-06
2015-02-19,West,384.22,265.1118,2015-02
2015-02-19,West,31.64,9.5608,2015-02
2015-02-19,West,565.36,390.0984,2015-02
2015-02-13,South,32.76,46.65,2015-02
2015-01-17,South,336.92,-1250.746,2015-01
2015-03-27,South,114.91,374.904,2015-03
2015-03-27,South,934.52,-528.836,2015-03
2015-01-29,Central,260.66,-272.7132,2015-01
2015-01-29,South,4249.37,-162.694,2015-01
2015-06-26,South,6676.61,-115.9039,2015-06
2015-05-08,South,291.4,-729.988,2015-05
2015-03-26,South,146.5,-133.546,2015-03
2015-03-31,South,38.98,272.694,2015-03
2015-04-19,South,34.16,-61.6,2015-04
2015-01-12,South,120.34,66.852,2015-01
2015-05-16,Central,153.61,17.8398,2015-05
2015-02-01,Central,1414.88,976.2672,2015-02
2015-02-01,Central,33.63,23.2047,2015-02
2015-05-16,Central,1063.81,183.843,2015-05
2015-02-01,Central,242.7,167.463,2015-02
2015-02-11,Central,3377.06,1307.2692,2015-02
2015-02-11,Central,123.93,-15.8184,2015-02
2015-02-11,Central,93.96,-55.8324,2015-02
2015-04-07,Central,1818.41,550.3808,2015-04
2015-01-03,East,8.95,1.68,2015-01
2015-06-30,East,652.84,450.4596,2015-06
2015-06-30,East,12750.99,8798.1831,2015-06
2015-06-30,East,20.54,-5.385,2015-06
2015-02-05,West,7840.04,3031.9724,2015-02
2015-04-18,South,1094.33,138.018,2015-04
2015-04-18,South,389.97,38.874,2015-04
2015-01-08,South,84.59,-45.528,2015-01
2015-06-06,Central,9666.72,567.59,2015-06
2015-06-06,Central,134.58,-28.45,2015-06
2015-06-06,Central,33.65,-14.225,2015-06
2015-03-26,South,66.12,-601.804,2015-03
2015-04-23,South,3.07,38.406,2015-04
2015-02-26,South,255.83,53.1144,2015-02
2015-02-26,South,421.18,8.742,2015-02
2015-04-29,South,1377.46,636.522,2015-04
2015-04-20,Central,6600.63,4554.4347,2015-04
2015-04-20,Central,1811.99,618.19308,2015-04
2015-02-01,South,799.76,-15.1844,2015-02
2015-01-01,South,609.09,-61.194,2015-01
2015-03-26,South,2761.94,18.174,2015-03
2015-03-18,Central,33.95,-49.53,2015-03
2015-01-03,Central,302.34,-407.85,2015-01
2015-01-10,Central,334.44,-191.2576,2015-01
2015-02-06,West,556.61,196.52328,2015-02
2015-01-31,South,64.48,-343.868,2015-01
2015-04-16,Central,4845.27,-3971.0628,2015-04
2015-02-18,West,19.68,-18.4782,2015-02
2015-02-18,West,9798.84,-381.8412,2015-02
2015-02-18,West,154.11,12.5504,2015-02
2015-02-18,West,242.97,45.3324,2015-02
2015-06-13,South,200.61,33.66,2015-06
